name,x,y,z
Drone1,47.641155426575224,-122.13929572954744,7.8
Drone1,47.641151981074195,-122.13928614758309,7.4
Drone1,47.641148152738225,-122.13927550095597,6.9
Drone1,47.641144324400685,-122.1392648543288,6.4
Drone1,47.64114049606156,-122.13925420770155,5.9
Drone1,47.641136667720865,-122.13924356107421,5.4
Drone1,47.64113245654426,-122.13923184978408,4.9
Drone1,47.64112862820024,-122.13922120315662,4.4
Drone1,47.64112479985466,-122.13921055652905,3.9
Drone1,47.64112097150748,-122.13919990990142,3.4
Drone1,47.64111752599367,-122.1391903279365,3.0
Drone1,47.641113697643604,-122.13917968130897,2.5
Drone1,47.64110986767953,-122.1391690296053,2.0
Drone1,47.641105652031065,-122.13915730582792,1.5
Drone1,47.641105652031065,-122.13915730582792,1.5
Drone1,47.64110181040317,-122.13914662154636,1.1
Drone1,47.64109800347356,-122.13913639052713,0.9
Drone1,47.641094533935124,-122.13912900483754,0.7
Drone1,47.6410921012677,-122.13912590479917,0.6
Drone1,47.641090366182866,-122.1391265049893,0.6
Drone1,47.64108956237452,-122.13913164163377,0.8
Drone1,47.64108960888491,-122.13913943018973,1.1
Drone1,47.64108998737555,-122.13914847091038,1.3
Drone1,47.64109065945327,-122.13915850936236,1.4
Drone1,47.64109159653997,-122.13916941163434,1.5
Drone1,47.641092734888794,-122.13918099649791,1.6
Drone1,47.64109386650443,-122.13919185043162,1.6
Drone1,47.64109518202961,-122.13920426591999,1.6
Drone1,47.641096500574605,-122.13921696630597,1.7
Drone1,47.64109776947412,-122.1392298808233,1.7
Drone1,47.6410989454294,-122.13924295799634,1.7
Drone1,47.641099996841234,-122.13925615711149,1.7
Drone1,47.64110088851045,-122.13926946081301,1.7
Drone1,47.64110161625032,-122.139282837421,1.8
Drone1,47.641102178825065,-122.13929626276969,1.9
Drone1,47.64110259496512,-122.13930971228253,2.0
Drone1,47.64110286484362,-122.13932318550627,2.1
Drone1,47.64110300691869,-122.1393366742159,2.2
Drone1,47.64110304222108,-122.13935017028668,2.2
Drone1,47.64110298626033,-122.13936367778331,2.3
Drone1,47.64110285194373,-122.13937853499112,2.4
Drone1,47.64110269650734,-122.13939069912023,2.5
Drone1,47.641102498053854,-122.13940421174199,2.6
Drone1,47.64110228354243,-122.13941772817181,2.6
Drone1,47.641102068172444,-122.13943124835932,2.7
Drone1,47.64110184086905,-122.13944611815627,2.8
Drone1,47.64110165362991,-122.13945964286158,2.9
Drone1,47.64110147264029,-122.1394745142812,3.0
Drone1,47.641101349375965,-122.13948668744327,3.1
Drone1,47.6411012366502,-122.13950020864036,3.2
Drone1,47.64110115168,-122.1395137336458,3.2
Drone1,47.641101091857195,-122.13952725997088,3.3
Drone1,47.64110105309724,-122.13954078111473,3.4
Drone1,47.6411010350948,-122.13955430947003,3.5
Drone1,47.64110103143013,-122.13956783106981,3.6
Drone1,47.641101040631604,-122.13958135866226,3.7
Drone1,47.64110105792692,-122.13959488092142,3.7
Drone1,47.6411010833599,-122.13960975852966,3.8
Drone1,47.64110110634098,-122.13962193066988,3.9
Drone1,47.64110113224396,-122.13963545546748,4.0
Drone1,47.64110115570932,-122.13964898051852,4.1
Drone1,47.64110117611922,-122.13966250394425,4.1
Drone1,47.64110119089518,-122.1396746775561,4.2
Drone1,47.641101203239366,-122.1396882010321,4.3
Drone1,47.64110121036768,-122.13970172750386,4.4
Drone1,47.641101212724735,-122.13971525128393,4.5
Drone1,47.64110121119841,-122.13972742580872,4.6
Drone1,47.641101204637124,-122.13974230128036,4.6
Drone1,47.641101195221644,-122.13975582625288,4.7
Drone1,47.641101184049475,-122.13976799851699,4.8
Drone1,47.64110116825415,-122.13978287485106,4.9
Drone1,47.641101151629265,-122.1397964012697,5.0
Drone1,47.64110113486457,-122.1398099237273,5.0
Drone1,47.641101118099535,-122.13982345100845,5.1
Drone1,47.64110110133148,-122.13983697285597,5.2
Drone1,47.64110108288654,-122.13985185360575,5.3
Drone1,47.64110106779206,-122.13986402223715,5.4
Drone1,47.641101051020925,-122.1398775505069,5.5
Drone1,47.64110103503543,-122.13989107189609,5.5
Drone1,47.6411010192254,-122.13990595292341,5.6
Drone1,47.64110100484911,-122.13991947451497,5.7
Drone1,47.641100992154094,-122.13993300209766,5.8
Drone1,47.64110097897878,-122.13994787733527,5.9
Drone1,47.64110096819812,-122.13996004983612,6.0
Drone1,47.64110095502041,-122.1399749290714,6.1
Drone1,47.641100944890326,-122.13998845091511,6.1
Drone1,47.64110093530933,-122.1400019787243,6.2
Drone1,47.64110092572521,-122.1400155012274,6.3
Drone1,47.641100916140715,-122.1400290276523,6.4
Drone1,47.641100907512346,-122.14004119828535,6.5
Drone1,47.64110089792484,-122.14005472467147,6.5
Drone1,47.64110088737586,-122.14006960092752,6.6
Drone1,47.64110087874368,-122.14008177281619,6.7
Drone1,47.6411008688421,-122.14009529775427,6.8
Drone1,47.64110085684575,-122.1401088211182,6.9
Drone1,47.64110084364877,-122.14012370033316,7.0
Drone1,47.6411008328487,-122.14013586995192,7.0
Drone1,47.64110081964847,-122.1401507501623,7.1
Drone1,47.641100807645046,-122.14016427177523,7.2
Drone1,47.6411007956418,-122.14017780009473,7.3
Drone1,47.641100783635096,-122.14019132158302,7.4
Drone1,47.641100771628686,-122.14020484987661,7.5
Drone1,47.641100760820265,-122.14021702076266,7.5
Drone1,47.641100748809244,-122.14023054342235,7.6
Drone1,47.64110073803305,-122.1402440711485,7.7
Drone1,47.64110072745909,-122.14025894592716,7.8
Drone1,47.64110071784635,-122.14027247437583,7.9
Drone1,47.64110070919171,-122.14028464322676,7.9
Drone1,47.64110069840843,-122.14029952433036,8.1
Drone1,47.64110068638737,-122.1403130456587,8.1
Drone1,47.64110067316397,-122.14032792492134,8.2
Drone1,47.641100661140676,-122.14034145028434,8.3
Drone1,47.641100649114726,-122.14035497195431,8.4
Drone1,47.641100637089004,-122.14036850026064,8.5
Drone1,47.64110062505983,-122.14038202185381,8.5
Drone1,47.641100611827945,-122.14039690291627,8.6
Drone1,47.641100600998605,-122.14040907181533,8.7
Drone1,47.64110058992455,-122.14042395224243,8.8
Drone1,47.641100580290626,-122.14043747443073,8.9
Drone1,47.641100570651915,-122.14045098542732,8.9
Drone1,47.64110056101041,-122.14046449084064,8.9
Drone1,47.641100551439735,-122.14047663458726,8.9
Drone1,47.641100550235215,-122.14047798234407,8.9
Drone1,47.64110053818921,-122.1404914182335,8.9
Drone1,47.64110052576572,-122.14050435301334,8.9
Drone1,47.64110050103401,-122.1405147054851,8.9
Drone1,47.641100493130274,-122.14052138709896,9.0
Drone1,47.641100544845145,-122.1405229117853,9.3
Drone1,47.64110061034033,-122.14052048314906,9.8
Drone1,47.641100638869794,-122.14051477706201,10.4
Drone1,47.64110062588939,-122.14050720320063,11.0
Drone1,47.641100577128405,-122.14049747578004,11.5
Drone1,47.641100518988274,-122.14048866905803,11.9
Drone1,47.641100434579414,-122.14047703018437,12.4
Drone1,47.64110035298018,-122.14046582404146,12.9
Drone1,47.641100266652145,-122.14045306421046,13.4
Drone1,47.6411001944882,-122.14044121484234,13.9
Drone1,47.64110013333179,-122.14043043445288,14.3
Drone1,47.64110006720612,-122.14041839872587,14.8
Drone1,47.641100002418305,-122.14040635904044,15.4
Drone1,47.641099931151345,-122.14039316303682,16.0
Drone1,47.641099866362815,-122.14038124415161,16.5
Drone1,47.64109980239722,-122.14036942130419,17.1
Drone1,47.64109973377047,-122.14035654315065,17.8
Drone1,47.64109967138185,-122.14034495863956,18.4
Drone1,47.64109961523149,-122.14033463407473,19.0
Drone1,47.64109954660242,-122.14032214282612,19.7
Drone1,47.641099484211516,-122.14031090281756,20.3
Drone1,47.641099421819746,-122.14029976455835,20.9
Drone1,47.64109935942707,-122.14028871821272,21.6
Drone1,47.64109929703347,-122.14027775327213,22.2
Drone1,47.64109924087845,-122.14026794548236,22.8
Drone1,47.64109917224344,-122.14025602469006,23.6
Drone1,47.64109910984699,-122.14024524062175,24.2
Drone1,47.64109904744954,-122.14023449763147,24.9
Drone1,47.64109898505113,-122.14022378762847,25.5
Drone1,47.641098922651715,-122.14021310347376,26.2
Drone1,47.64109886649141,-122.14020350488575,26.8
Drone1,47.64109879784994,-122.14019178979498,27.5
Drone1,47.641098735447585,-122.14018115114892,28.2
Drone1,47.64109867304424,-122.14017051998667,28.9
Drone1,47.6410986106399,-122.14015989373506,29.5
Drone1,47.641098548234574,-122.14014927043961,30.2
Drone1,47.64109847958759,-122.14013758649654,30.9
Drone1,47.64109842342099,-122.14012802735499,31.5
Drone1,47.641098354771835,-122.1401163435691,32.2
Drone1,47.64109829236249,-122.14010572119336,32.9
Drone1,47.64109822371108,-122.14009403543275,33.6
Drone1,47.64109816129969,-122.14008341087872,34.3
Drone1,47.64109809264601,-122.1400717225913,35.0
Drone1,47.641098036473956,-122.14006215851565,35.6
Drone1,47.641097967818155,-122.14005046799942,36.3
Drone1,47.64109790540271,-122.14003983924091,37.0
Drone1,47.64109784298616,-122.14002920736252,37.6
Drone1,47.64109777432659,-122.14001750289948,38.3
Drone1,47.64109777432659,-122.14001750289948,38.3
Drone1,47.64109771314232,-122.14000684611219,39.0
Drone1,47.64109778397267,-122.13999621331067,39.5
Drone1,47.641098633127726,-122.13998478354748,39.9
Drone1,47.641100461108984,-122.13997484864345,40.1
Drone1,47.64110400254875,-122.13996465151273,40.1
Drone1,47.641108418147596,-122.13995604253826,40.1
Drone1,47.64111435614039,-122.13994726927663,40.0
Drone1,47.64112053189669,-122.13993985947396,39.9
Drone1,47.641127273582015,-122.1399328949826,39.8
Drone1,47.64113444001477,-122.13992626993185,39.7
Drone1,47.6411426938751,-122.13991925326897,39.6
Drone1,47.64115043704871,-122.1399130129674,39.6
Drone1,47.641159090269745,-122.13990617783843,39.6
Drone1,47.64116701785425,-122.13989990884957,39.6
Drone1,47.64117574967645,-122.13989287382621,39.6
Drone1,47.64118365777217,-122.13988629455389,39.6
Drone1,47.641191505980494,-122.13987949647989,39.6
Drone1,47.64119926956447,-122.13987244904337,39.6
Drone1,47.64120768927273,-122.13986438633793,39.6
Drone1,47.6412152207532,-122.13985676702285,39.6
Drone1,47.6412233632239,-122.13984807377868,39.6
Drone1,47.64123063736622,-122.13983990413482,39.6
Drone1,47.64123779657175,-122.1398315055867,39.6
Drone1,47.641245552837646,-122.13982203772836,39.6
Drone1,47.64125251201852,-122.13981325678377,39.6
Drone1,47.64125940012696,-122.13980434379557,39.6
Drone1,47.6412669148701,-122.13979442424262,39.6
Drone1,47.64127370723689,-122.1397853329862,39.6
Drone1,47.64128047738766,-122.139776198069,39.6
Drone1,47.641287237965386,-122.13976704182788,39.6
Drone1,47.64129399981179,-122.13975788248771,39.6
Drone1,47.64130009367971,-122.139749649093,39.6
Drone1,47.64130755937274,-122.13973961106292,39.6
Drone1,47.64131436657383,-122.1397305166447,39.6
Drone1,47.64131436657383,-122.1397305166447,39.6
Drone1,47.64131436657383,-122.1397305166447,39.6
Drone1,47.641321877124625,-122.13972055206692,39.6
Drone1,47.64132797243197,-122.1397125282258,39.6
Drone1,47.64132861508987,-122.13971168972199,39.6
Drone1,47.641333638161655,-122.1397053490922,39.8
Drone1,47.641337969550314,-122.13970037691335,40.0
Drone1,47.64134203075969,-122.13969555767973,40.1
Drone1,47.64134624512892,-122.13968973363542,40.1
Drone1,47.641350724547905,-122.13968273303908,40.1
Drone1,47.64135542566739,-122.13967474920572,40.1
Drone1,47.64135979806259,-122.13966688680517,40.1
Drone1,47.641365271665656,-122.13965660413044,40.1
Drone1,47.64137033774635,-122.13964677433961,40.1
Drone1,47.641375470796056,-122.1396366142635,40.1
Drone1,47.641380662538104,-122.13962622294638,40.0
Drone1,47.641385910236664,-122.1396156772985,40.0
Drone1,47.64139121419216,-122.13960503676658,40.0
Drone1,47.64139657576001,-122.13959434622764,40.0
Drone1,47.641401996269835,-122.13958363964389,40.0
Drone1,47.64140747607772,-122.13957294072304,40.0
Drone1,47.64141357103276,-122.13956120033063,40.0
Drone1,47.641419170020136,-122.1395505636935,40.0
Drone1,47.64142482005868,-122.13953996629563,40.0
Drone1,47.641430513698985,-122.13952940981112,40.0
Drone1,47.64143682259991,-122.13951784073949,40.0
Drone1,47.64144259188803,-122.13950735912779,40.0
Drone1,47.64144897217801,-122.13949585868636,39.9
Drone1,47.64145420834368,-122.1394864707777,39.9
Drone1,47.64146062752173,-122.13947501008045,39.9
Drone1,47.64146647066075,-122.13946460480965,39.9
Drone1,47.641472905871844,-122.1394531604022,39.9
Drone1,47.64147817066149,-122.13944379918765,39.9
Drone1,47.64148402002954,-122.1394333922873,39.9
Drone1,47.64149044942489,-122.13942193878553,39.9
Drone1,47.64149628671407,-122.13941152335241,39.8
Drone1,47.64150211128654,-122.13940111492286,39.8
Drone1,47.641507909601074,-122.13939073451421,39.8
Drone1,47.641507909601074,-122.13939073451421,39.8
Drone1,47.641513607321315,-122.1393805068106,39.9
Drone1,47.64151929064629,-122.13937009000702,39.9
Drone1,47.6415238512281,-122.13936052603535,40.0
Drone1,47.641527935370995,-122.13935030647824,40.0
Drone1,47.64153163257016,-122.13933941640691,40.1
Drone1,47.641535003030114,-122.13932796303801,40.1
Drone1,47.641538117295994,-122.13931610079705,40.1
Drone1,47.641541012794754,-122.1393039023852,40.0
Drone1,47.64154374809714,-122.13929146384882,40.0
Drone1,47.64154636723464,-122.13927883707355,40.0
Drone1,47.64154917807888,-122.13926480245135,40.0
Drone1,47.64155171855812,-122.13925196824567,39.9
Drone1,47.64155427754558,-122.13923909778948,39.9
Drone1,47.64155688777192,-122.1392262110882,39.9
Drone1,47.64155956909399,-122.13921333463853,39.9
Drone1,47.64156261452674,-122.13919919928233,39.8
Drone1,47.6415654886203,-122.13918638263152,39.8
Drone1,47.64156845511578,-122.13917361288556,39.8
Drone1,47.64157151522283,-122.13916091055371,39.8
Drone1,47.641571826609734,-122.13915964555942,39.8
Drone1,47.64157499890727,-122.13914709196867,39.8
Drone1,47.64157810559027,-122.13913485200854,39.8
Drone1,47.64158032513901,-122.1391214788721,39.9
Drone1,47.64158073028654,-122.1391104684391,40.0
Drone1,47.641580009893424,-122.13909819629613,40.2
Drone1,47.64157853030905,-122.13908593379911,40.2
Drone1,47.641576189469454,-122.13907248601998,40.2
Drone1,47.64157347836005,-122.13906031247274,40.2
Drone1,47.641570344905006,-122.13904818777002,40.1
Drone1,47.641566538369545,-122.13903488399212,40.1
Drone1,47.641562849403975,-122.13902278977311,40.1
Drone1,47.64155906717629,-122.13901067484416,40.0
Drone1,47.64155487664776,-122.13899729899737,40.0
Drone1,47.64155110247879,-122.13898506710672,40.0
Drone1,47.6415470503481,-122.13897151480076,40.0
Drone1,47.641543487004064,-122.13895910492053,40.0
Drone1,47.64154007580957,-122.13894658731667,40.0
Drone1,47.64153682549676,-122.13893397416699,39.9
Drone1,47.64153374256713,-122.1389212675022,39.9
Drone1,47.641530838183606,-122.1389084623532,39.9
Drone1,47.64152808496404,-122.13889558785012,39.9
Drone1,47.64152548226896,-122.13888263912713,39.9
Drone1,47.641523006566864,-122.13886963110802,39.9
Drone1,47.64152041027256,-122.13885526297372,39.9
Drone1,47.64151814882223,-122.138842164693,39.9
Drone1,47.64151598068663,-122.13882904508934,39.9
Drone1,47.64151391801572,-122.13881592792089,39.9
Drone1,47.64151371875449,-122.13881461846807,39.9
Drone1,47.64151183741999,-122.13880164141236,39.9
Drone1,47.64151013958663,-122.13878939608865,39.9
Drone1,47.641507829336135,-122.13877800182469,39.8
Drone1,47.641503956761184,-122.13876626983051,40.0
Drone1,47.64149943475498,-122.13875614511116,40.1
Drone1,47.64149370146456,-122.13874543539309,40.2
Drone1,47.64148858274997,-122.13873693487713,40.2
Drone1,47.64148256976558,-122.13872770963754,40.1
Drone1,47.64147620456861,-122.1387187111402,40.1
Drone1,47.64146896425063,-122.13870896843693,40.1
Drone1,47.64146223946966,-122.13870018753144,40.1
Drone1,47.641455435333874,-122.13869140866758,40.1
Drone1,47.64144861516587,-122.13868258614278,40.1
Drone1,47.64144113453949,-122.13867278121577,40.0
Drone1,47.64143438956293,-122.13866372842445,40.0
Drone1,47.64142771883722,-122.1386545436352,40.0
Drone1,47.64142048836668,-122.13864425247415,40.0
Drone1,47.64141402510835,-122.13863471760706,40.0
Drone1,47.64140703374388,-122.13862405696781,40.0
Drone1,47.64140140959916,-122.1386151869124,40.0
Drone1,47.64139524644674,-122.13860521869951,39.9
Drone1,47.641389171625015,-122.13859511880703,39.9
Drone1,47.64138316691155,-122.13858492925715,39.9
Drone1,47.64137722119053,-122.13857465970085,39.9
Drone1,47.64137073192003,-122.13856329057899,39.9
Drone1,47.64136486488341,-122.13855291634535,39.8
Drone1,47.64135843372073,-122.13854146915035,39.8
Drone1,47.641353188017334,-122.13853208900467,39.8
Drone1,47.64134680123967,-122.13852062049193,39.8
Drone1,47.64134103619146,-122.13851021662323,39.8
Drone1,47.64134103619146,-122.13851021662323,39.8
Drone1,47.64133543189272,-122.13850002658441,39.9
Drone1,47.64133042865158,-122.13849078362338,39.9
Drone1,47.641325366777274,-122.13848058645554,39.9
Drone1,47.64132105348874,-122.13847070056545,39.9
Drone1,47.641316538770944,-122.13845910610961,39.9
Drone1,47.6413126105735,-122.13844801513034,39.9
Drone1,47.64130882411682,-122.13843651639627,39.9
Drone1,47.64130478915243,-122.13842351398884,39.9
Drone1,47.641301205297125,-122.1384114602791,39.9
Drone1,47.64129766902493,-122.13839925366284,39.9
Drone1,47.641294150659206,-122.13838694531307,39.9
